"CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
2284,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,163,706,NA,32,6,4,16,517,15,16,41,3,9,117,40,5,9,243,1,0.256,0.307,0.102,8.333,36.094,NA,1.636,0.307,0.204,0.818,26.431,0.767,0.818,2.096,0.153,0.46,5.982,2.045,0.256,0.46,12.423,0.051
2285,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,1,8,144,449,NA,6,4,4,3,247,NA,23,2,18,11,1237,5,52,6,212,3,0.205,0.041,0.328,5.902,18.402,NA,0.246,0.164,0.164,0.123,10.123,NA,0.943,0.082,0.738,0.451,50.697,0.205,2.131,0.246,8.689,0.123
2286,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10,11,30,100,2,155,NA,4,10,1266,NA,42,3,4,5,1168,7,9,4,181,6,0.033,0.331,0.364,0.994,3.313,0.066,5.136,NA,0.133,0.331,41.948,NA,1.392,0.099,0.133,0.166,38.701,0.232,0.298,0.133,5.997,0.199
2287,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,8,9,450,455,NA,195,1,5,20,1426,NA,11,1,113,7,1468,104,8,7,525,NA,0.042,0.166,0.187,9.346,9.45,NA,4.05,0.021,0.104,0.415,29.616,NA,0.228,0.021,2.347,0.145,30.488,2.16,0.166,0.145,10.903,NA
2288,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,2,2,67,7,129,2,3,24,NA,2,48,1,87,NA,21,NA,1277,5,1,2,428,NA,0.095,0.095,3.178,0.332,6.12,0.095,0.142,1.139,NA,0.095,2.277,0.047,4.127,NA,0.996,NA,60.579,0.237,0.047,0.095,20.304,NA
2289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,18,37,1,18,291,16,50,4,3,19,378,2,48,10,9,1,905,10,23,NA,221,NA,0.872,1.793,0.048,0.872,14.099,0.775,2.422,0.194,0.145,0.921,18.314,0.097,2.326,0.484,0.436,0.048,43.847,0.484,1.114,NA,10.707,NA
2290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,14,4,2,313,822,1,106,1,17,21,1850,1,184,219,8,37,2763,24,20,11,1122,NA,0.186,0.053,0.027,4.151,10.902,0.013,1.406,0.013,0.225,0.279,24.536,0.013,2.44,2.905,0.106,0.491,36.645,0.318,0.265,0.146,14.881,NA
2291,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,NA,213,NA,77,28,2,1,NA,NA,NA,28,NA,239,3,2,NA,400,4,NA,2,24,NA,NA,20.821,NA,7.527,2.737,0.196,0.098,NA,NA,NA,2.737,NA,23.363,0.293,0.196,NA,39.101,0.391,NA,0.196,2.346,NA
2292,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,96,5,14,254,1,147,1,NA,17,214,6,181,34,10,9,1155,9,3,4,382,3,0.118,3.768,0.196,0.549,9.969,0.039,5.769,0.039,NA,0.667,8.399,0.235,7.104,1.334,0.392,0.353,45.33,0.353,0.118,0.157,14.992,0.118
2293,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,206,4,32,314,NA,2,10,NA,3,191,9,59,1,87,4,994,4,5,9,206,NA,0.093,9.617,0.187,1.494,14.659,NA,0.093,0.467,NA,0.14,8.917,0.42,2.754,0.047,4.062,0.187,46.405,0.187,0.233,0.42,9.617,NA
2294,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,1,547,243,NA,33,1,1,9,521,203,7,15,3,2,1251,33,48,15,104,NA,0.066,NA,0.033,17.999,7.996,NA,1.086,0.033,0.033,0.296,17.144,6.68,0.23,0.494,0.099,0.066,41.165,1.086,1.579,0.494,3.422,NA
2295,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,NA,6,118,391,NA,4,1,9,1,18,1,47,312,7,2,782,NA,18,7,127,1,0.108,NA,0.324,6.365,21.09,NA,0.216,0.054,0.485,0.054,0.971,0.054,2.535,16.828,0.378,0.108,42.179,NA,0.971,0.378,6.85,0.054
2296,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,NA,NA,1,22,31,NA,2,NA,NA,NA,1284,NA,3,1,2,3,826,3,1,NA,55,NA,NA,NA,0.045,0.985,1.388,NA,0.09,NA,NA,NA,57.475,NA,0.134,0.045,0.09,0.134,36.974,0.134,0.045,NA,2.462,NA
2297,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,3,NA,13,247,NA,52,2,2,5,42,3,12,203,6,1,1439,2,15,7,170,NA,NA,0.135,NA,0.585,11.106,NA,2.338,0.09,0.09,0.225,1.888,0.135,0.54,9.128,0.27,0.045,64.703,0.09,0.674,0.315,7.644,NA
2298,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,147,30,8,65,1067,2,51,1,17,28,774,NA,119,39,60,9,1249,7,41,16,278,NA,3.668,0.749,0.2,1.622,26.622,0.05,1.272,0.025,0.424,0.699,19.311,NA,2.969,0.973,1.497,0.225,31.163,0.175,1.023,0.399,6.936,NA
2299,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,118,5,386,1812,1,50,3,18,14,677,NA,77,56,14,7,2650,12,62,3,938,1,0.058,1.708,0.072,5.588,26.23,0.014,0.724,0.043,0.261,0.203,9.8,NA,1.115,0.811,0.203,0.101,38.361,0.174,0.898,0.043,13.578,0.014
2300,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,NA,44,46,NA,62,1,4,21,97,NA,9,5,2,2,1117,9,42,2,165,NA,NA,0.061,NA,2.701,2.824,NA,3.806,0.061,0.246,1.289,5.955,NA,0.552,0.307,0.123,0.123,68.57,0.552,2.578,0.123,10.129,NA
2301,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,NA,NA,11,154,NA,1,NA,6,7,71,NA,40,1,1,NA,200,NA,8,3,43,NA,0.183,NA,NA,2.011,28.154,NA,0.183,NA,1.097,1.28,12.98,NA,7.313,0.183,0.183,NA,36.563,NA,1.463,0.548,7.861,NA
2302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,62,59,1425,2,5,1,120,10,660,37,437,31,268,23,3349,27,13,6,277,2,0.103,0.088,0.908,0.864,20.873,0.029,0.073,0.015,1.758,0.146,9.667,0.542,6.401,0.454,3.926,0.337,49.055,0.395,0.19,0.088,4.057,0.029
2303,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,3,NA,17,441,NA,27,2,9,15,520,NA,179,2,7,5,1418,5,21,4,300,NA,0.101,0.101,NA,0.571,14.809,NA,0.907,0.067,0.302,0.504,17.461,NA,6.011,0.067,0.235,0.168,47.616,0.168,0.705,0.134,10.074,NA
2304,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,201,NA,9,214,NA,29,NA,8,15,191,3,113,9,2,2,1171,5,2,2,151,NA,0.141,9.437,NA,0.423,10.047,NA,1.362,NA,0.376,0.704,8.967,0.141,5.305,0.423,0.094,0.094,54.977,0.235,0.094,0.094,7.089,NA
2305,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,26,21,1,33,5549,NA,8,3,93,NA,39,1,37,NA,NA,NA,2483,3,16,4,48,1,0.311,0.251,0.012,0.394,66.328,NA,0.096,0.036,1.112,NA,0.466,0.012,0.442,NA,NA,NA,29.68,0.036,0.191,0.048,0.574,0.012
2306,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,12,3,14,48,NA,4,9,1,38,174,NA,67,NA,2,1,944,9,18,2,206,NA,0.129,0.772,0.193,0.901,3.089,NA,0.257,0.579,0.064,2.445,11.197,NA,4.311,NA,0.129,0.064,60.746,0.579,1.158,0.129,13.256,NA
2307,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,42,133,NA,18,2,4,10,704,NA,22,4,8,12,1192,12,17,10,376,NA,0.039,0.039,0.078,1.634,5.175,NA,0.7,0.078,0.156,0.389,27.393,NA,0.856,0.156,0.311,0.467,46.381,0.467,0.661,0.389,14.63,NA
2308,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,NA,NA,61,273,NA,71,NA,3,2,206,NA,6,NA,NA,9,1115,38,30,2,106,NA,0.052,NA,NA,3.172,14.197,NA,3.692,NA,0.156,0.104,10.712,NA,0.312,NA,NA,0.468,57.982,1.976,1.56,0.104,5.512,NA
2309,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,167,20,32,160,NA,17,2,9,25,166,NA,47,NA,2,3,594,4,14,4,290,NA,0.064,10.726,1.285,2.055,10.276,NA,1.092,0.128,0.578,1.606,10.662,NA,3.019,NA,0.128,0.193,38.15,0.257,0.899,0.257,18.626,NA
2310,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,1,NA,483,2776,3,110,6,28,21,902,4,28,65,53,18,2218,67,79,3,824,NA,0.169,0.013,NA,6.271,36.043,0.039,1.428,0.078,0.364,0.273,11.711,0.052,0.364,0.844,0.688,0.234,28.798,0.87,1.026,0.039,10.699,NA
2311,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,6,NA,398,772,NA,63,1,28,6,240,1,59,18,10,3,2900,1,4,4,152,NA,0.171,0.128,NA,8.515,16.517,NA,1.348,0.021,0.599,0.128,5.135,0.021,1.262,0.385,0.214,0.064,62.045,0.021,0.086,0.086,3.252,NA
2312,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,60,10,36,76,NA,40,NA,147,78,677,NA,35,NA,2,89,398,4,NA,55,132,NA,0.054,3.261,0.543,1.957,4.13,NA,2.174,NA,7.989,4.239,36.793,NA,1.902,NA,0.109,4.837,21.63,0.217,NA,2.989,7.174,NA
2313,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,2,3,NA,67,285,NA,17,NA,6,5,1459,NA,67,3,32,122,1873,17,14,NA,426,NA,0.045,0.068,NA,1.523,6.48,NA,0.387,NA,0.136,0.114,33.174,NA,1.523,0.068,0.728,2.774,42.588,0.387,0.318,NA,9.686,NA
2314,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,16,NA,1,144,2214,NA,44,3,2,12,265,1,985,1,19,3,271,11,110,6,64,NA,0.384,NA,0.024,3.452,53.068,NA,1.055,0.072,0.048,0.288,6.352,0.024,23.61,0.024,0.455,0.072,6.496,0.264,2.637,0.144,1.534,NA
2315,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,2,41,481,NA,7,2,10,27,257,3,128,2,27,2,1128,17,11,8,363,2,0.119,NA,0.079,1.626,19.08,NA,0.278,0.079,0.397,1.071,10.194,0.119,5.077,0.079,1.071,0.079,44.744,0.674,0.436,0.317,14.399,0.079
2316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,10,141,1794,1,203,1,18,8,1810,23,91,11,23,2,4596,68,6,5,359,1,0.033,0.022,0.109,1.537,19.551,0.011,2.212,0.011,0.196,0.087,19.725,0.251,0.992,0.12,0.251,0.022,50.087,0.741,0.065,0.054,3.912,0.011
2317,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,11,8,2,99,1587,NA,95,NA,29,1,1529,168,51,2,NA,6,2750,98,15,NA,813,NA,0.151,0.11,0.028,1.363,21.847,NA,1.308,NA,0.399,0.014,21.049,2.313,0.702,0.028,NA,0.083,37.858,1.349,0.206,NA,11.192,NA
2318,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,9,NA,2,138,NA,97,5,6,6,285,3,33,2,1,2,800,4,104,10,660,NA,0.138,0.415,NA,0.092,6.359,NA,4.47,0.23,0.276,0.276,13.134,0.138,1.521,0.092,0.046,0.092,36.866,0.184,4.793,0.461,30.415,NA
2319,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,NA,NA,56,455,NA,5,2,7,4,88,NA,137,2,7,2,851,9,13,4,313,2,0.153,NA,NA,2.857,23.214,NA,0.255,0.102,0.357,0.204,4.49,NA,6.99,0.102,0.357,0.102,43.418,0.459,0.663,0.204,15.969,0.102
2320,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,NA,2,295,22,NA,12,2,NA,16,439,1,9,1,4,8,1110,62,59,6,327,NA,0.21,NA,0.084,12.395,0.924,NA,0.504,0.084,NA,0.672,18.445,0.042,0.378,0.042,0.168,0.336,46.639,2.605,2.479,0.252,13.739,NA
2321,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,108,592,NA,46,19,6,11,255,2,25,3,16,5,1619,7,134,17,309,1,0.031,0.063,0.157,3.393,18.599,NA,1.445,0.597,0.189,0.346,8.011,0.063,0.785,0.094,0.503,0.157,50.864,0.22,4.21,0.534,9.708,0.031
2322,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,21,591,1,58,NA,4,14,845,1,172,25,32,1,1758,10,5,6,381,NA,0.025,0.051,0.051,0.534,15.038,0.025,1.476,NA,0.102,0.356,21.501,0.025,4.377,0.636,0.814,0.025,44.733,0.254,0.127,0.153,9.695,NA
2323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,37,72,2175,1,241,5,14,12,37,76,82,29,64,4,4567,8,208,3,641,2,0.036,0.024,0.447,0.869,26.259,0.012,2.91,0.06,0.169,0.145,0.447,0.918,0.99,0.35,0.773,0.048,55.137,0.097,2.511,0.036,7.739,0.024
2324,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,23,20,13,308,NA,14,NA,16,11,273,2,33,4,18,9,1093,18,25,11,164,3,0.291,1.114,0.969,0.63,14.922,NA,0.678,NA,0.775,0.533,13.227,0.097,1.599,0.194,0.872,0.436,52.955,0.872,1.211,0.533,7.946,0.145
2325,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,18,66,16,295,6133,917,279,6,6,74,2292,NA,181,5,52,21,3329,97,183,15,2060,NA,0.112,0.411,0.1,1.839,38.224,5.715,1.739,0.037,0.037,0.461,14.285,NA,1.128,0.031,0.324,0.131,20.748,0.605,1.141,0.093,12.839,NA
2326,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,11,24,50,1090,NA,148,4,1,6,74,5,571,3,347,5,2719,10,29,NA,442,NA,0.072,0.198,0.433,0.902,19.664,NA,2.67,0.072,0.018,0.108,1.335,0.09,10.301,0.054,6.26,0.09,49.053,0.18,0.523,NA,7.974,NA
2327,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,21,3,11,151,785,3,119,16,26,43,119,NA,216,30,85,6,4057,15,30,12,442,1,0.339,0.048,0.178,2.439,12.68,0.048,1.922,0.258,0.42,0.695,1.922,NA,3.489,0.485,1.373,0.097,65.531,0.242,0.485,0.194,7.139,0.016
2328,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,4,62,45,NA,3,NA,NA,144,29,3,21,1,26,6,1448,4,11,NA,29,NA,NA,NA,0.218,3.377,2.451,NA,0.163,NA,NA,7.843,1.58,0.163,1.144,0.054,1.416,0.327,78.867,0.218,0.599,NA,1.58,NA
2329,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,33,6,50,627,NA,75,1,9,18,581,6,91,89,48,3,1864,3,19,1,146,NA,0.73,0.893,0.162,1.352,16.96,NA,2.029,0.027,0.243,0.487,15.715,0.162,2.461,2.407,1.298,0.081,50.419,0.081,0.514,0.027,3.949,NA
2330,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,4,8,109,118,NA,36,NA,2,38,455,NA,100,NA,4,15,1608,6,8,7,284,NA,0.036,0.143,0.285,3.889,4.21,NA,1.284,NA,0.071,1.356,16.233,NA,3.568,NA,0.143,0.535,57.367,0.214,0.285,0.25,10.132,NA
2331,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,54,56,112,461,NA,143,NA,13,27,657,3,80,8,9,8,1610,18,27,15,477,NA,0.159,1.427,1.48,2.96,12.183,NA,3.779,NA,0.344,0.714,17.363,0.079,2.114,0.211,0.238,0.211,42.548,0.476,0.714,0.396,12.606,NA
2332,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,8,NA,4,490,382,NA,4,NA,1,3,2169,NA,5,1,3,69,2872,16,3,6,63,NA,0.131,NA,0.066,8.034,6.263,NA,0.066,NA,0.016,0.049,35.563,NA,0.082,0.016,0.049,1.131,47.09,0.262,0.049,0.098,1.033,NA
2333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,19,277,2,19,2,12,30,853,14,19,12,2,11,1881,5,6,4,223,NA,0.059,0.029,0.029,0.56,8.159,0.059,0.56,0.059,0.353,0.884,25.125,0.412,0.56,0.353,0.059,0.324,55.405,0.147,0.177,0.118,6.568,NA
2334,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14,47,61,54,99,1,43,1,12,22,1625,NA,29,15,51,5,1785,3,8,5,264,1,0.338,1.134,1.472,1.303,2.388,0.024,1.037,0.024,0.29,0.531,39.204,NA,0.7,0.362,1.23,0.121,43.064,0.072,0.193,0.121,6.369,0.024
2335,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,59,8,290,1715,NA,23,1,9,14,168,1,289,3,42,2,2722,55,31,7,406,2,0.307,1.006,0.136,4.945,29.241,NA,0.392,0.017,0.153,0.239,2.864,0.017,4.928,0.051,0.716,0.034,46.411,0.938,0.529,0.119,6.922,0.034
2336,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,37,248,NA,5,2,26,4,529,NA,143,2,14,1,1681,11,1,3,759,NA,0.029,0.029,0.029,1.067,7.149,NA,0.144,0.058,0.749,0.115,15.249,NA,4.122,0.058,0.404,0.029,48.458,0.317,0.029,0.086,21.88,NA
2337,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,NA,1277,2228,NA,NA,NA,3,1,35,3,81,7,8,4,4141,NA,20,1,512,NA,0.012,0.024,NA,15.341,26.766,NA,NA,NA,0.036,0.012,0.42,0.036,0.973,0.084,0.096,0.048,49.748,NA,0.24,0.012,6.151,NA
2338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11,2,26,262,657,2,34,3,11,63,181,2,88,33,68,8,1851,11,44,3,209,NA,0.308,0.056,0.728,7.341,18.409,0.056,0.953,0.084,0.308,1.765,5.071,0.056,2.466,0.925,1.905,0.224,51.863,0.308,1.233,0.084,5.856,NA
2339,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,28,NA,1,18,23,1,12,2,NA,3,102,NA,6,2,16,1,425,5,8,2,98,NA,3.718,NA,0.133,2.39,3.054,0.133,1.594,0.266,NA,0.398,13.546,NA,0.797,0.266,2.125,0.133,56.441,0.664,1.062,0.266,13.015,NA
2340,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2,2,888,372,NA,85,NA,5,36,704,1,35,3,24,15,1889,104,146,8,216,1,0.351,0.044,0.044,19.508,8.172,NA,1.867,NA,0.11,0.791,15.466,0.022,0.769,0.066,0.527,0.33,41.498,2.285,3.207,0.176,4.745,0.022
2341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,9,3,241,447,1,13,2,13,48,1012,8,104,30,8,69,2183,46,19,7,659,1,0.223,0.182,0.061,4.884,9.06,0.02,0.263,0.041,0.263,0.973,20.511,0.162,2.108,0.608,0.162,1.398,44.244,0.932,0.385,0.142,13.356,0.02
2342,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,NA,1,8,2,13,NA,14,NA,147,16,65,NA,1,2,6,1,260,46,NA,15,612,NA,NA,0.083,0.662,0.165,1.075,NA,1.158,NA,12.159,1.323,5.376,NA,0.083,0.165,0.496,0.083,21.505,3.805,NA,1.241,50.62,NA
2343,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,6,14,112,1421,NA,321,7,7,26,254,11,59,11,25,15,1909,12,28,13,662,2,0.163,0.122,0.284,2.275,28.865,NA,6.52,0.142,0.142,0.528,5.159,0.223,1.198,0.223,0.508,0.305,38.777,0.244,0.569,0.264,13.447,0.041
2344,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,NA,12,157,72,NA,3,1,6,6,464,NA,27,1,12,5,783,5,3,5,69,NA,0.061,NA,0.735,9.62,4.412,NA,0.184,0.061,0.368,0.368,28.431,NA,1.654,0.061,0.735,0.306,47.978,0.306,0.184,0.306,4.228,NA
2345,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,12,1,201,6,567,NA,14,3,4,9,125,NA,28,3,569,NA,1895,1,27,2,305,2,0.318,0.026,5.326,0.159,15.024,NA,0.371,0.079,0.106,0.238,3.312,NA,0.742,0.079,15.077,NA,50.212,0.026,0.715,0.053,8.082,0.053
2346,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,2,1,71,1741,NA,2,NA,8,6,566,NA,36,2,28,5,3001,1,8,3,1716,NA,0.083,0.028,0.014,0.986,24.17,NA,0.028,NA,0.111,0.083,7.858,NA,0.5,0.028,0.389,0.069,41.663,0.014,0.111,0.042,23.823,NA
2347,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,16,73,81,NA,23,3,10,34,187,NA,16,1,55,1,1082,75,12,3,286,NA,0.051,0.051,0.816,3.724,4.133,NA,1.173,0.153,0.51,1.735,9.541,NA,0.816,0.051,2.806,0.051,55.204,3.827,0.612,0.153,14.592,NA
2348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,3,34,136,501,18,15,9,25,78,1003,31,242,5,128,16,2201,44,21,23,618,NA,0.097,0.058,0.659,2.638,9.717,0.349,0.291,0.175,0.485,1.513,19.453,0.601,4.694,0.097,2.483,0.31,42.688,0.853,0.407,0.446,11.986,NA
2349,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,NA,5,NA,1,60,2,NA,NA,NA,NA,9,NA,52,NA,78,NA,708,5,1,NA,247,NA,NA,0.428,NA,0.086,5.137,0.171,NA,NA,NA,NA,0.771,NA,4.452,NA,6.678,NA,60.616,0.428,0.086,NA,21.147,NA
2350,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,2,NA,22,363,1,20,2,2,10,272,NA,49,3,10,9,792,96,13,1,195,NA,NA,0.107,NA,1.182,19.495,0.054,1.074,0.107,0.107,0.537,14.608,NA,2.632,0.161,0.537,0.483,42.535,5.156,0.698,0.054,10.473,NA
2351,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,1,1,32,437,1,16,4,12,33,451,NA,30,11,2,31,1203,67,13,4,213,NA,0.117,0.039,0.039,1.248,17.037,0.039,0.624,0.156,0.468,1.287,17.583,NA,1.17,0.429,0.078,1.209,46.901,2.612,0.507,0.156,8.304,NA
2352,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,11,107,1,9,516,NA,23,15,60,NA,65,5,49,1,2,3,1075,17,15,2,270,NA,0.49,4.764,0.045,0.401,22.974,NA,1.024,0.668,2.671,NA,2.894,0.223,2.182,0.045,0.089,0.134,47.863,0.757,0.668,0.089,12.021,NA
2353,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,NA,5,676,NA,9,NA,NA,NA,6,NA,22,5,2,1,731,1,4,1,27,NA,NA,NA,NA,0.336,45.369,NA,0.604,NA,NA,NA,0.403,NA,1.477,0.336,0.134,0.067,49.06,0.067,0.268,0.067,1.812,NA
2354,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,8,4,NA,42,413,1,27,NA,2,NA,229,2,103,NA,1,NA,1731,10,1,3,145,NA,0.294,0.147,NA,1.543,15.173,0.037,0.992,NA,0.073,NA,8.413,0.073,3.784,NA,0.037,NA,63.593,0.367,0.037,0.11,5.327,NA
2355,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,4,NA,5,658,1,17,1,2,4,171,NA,47,1,2,4,569,2,5,1,252,NA,0.114,0.229,NA,0.286,37.643,0.057,0.973,0.057,0.114,0.229,9.783,NA,2.689,0.057,0.114,0.229,32.551,0.114,0.286,0.057,14.416,NA
2356,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,NA,644,NA,2,80,NA,2,NA,6,NA,7,1,296,NA,2,NA,1338,NA,1,NA,558,NA,NA,21.927,NA,0.068,2.724,NA,0.068,NA,0.204,NA,0.238,0.034,10.078,NA,0.068,NA,45.557,NA,0.034,NA,18.999,NA
2357,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,7,NA,10,34,2,2,NA,6,19,224,27,96,65,12,114,759,2,8,NA,190,1,NA,0.444,NA,0.634,2.155,0.127,0.127,NA,0.38,1.204,14.195,1.711,6.084,4.119,0.76,7.224,48.099,0.127,0.507,NA,12.041,0.063
